University of California, San Francisco	['Daniel Lowenstein, MD', 'S. Andrew Josephson, MD', 'Wade Smith, MD']	Introduction to Clinical Neurology	Feb 9th, 2015	6 weeks long
University of Pennsylvania	['Stewart D.  Friedman']	Better Leader, Richer Life	Feb 8th, 2015	10 weeks long
Berklee College of Music	['Thaddeus Hogarth']	Introduction to Guitar	Feb 2nd, 2015	6 weeks long
University of Illinois at Urbana-Champaign	['Indranil Gupta']	Cloud Computing Concepts	Feb 2nd, 2015	5 weeks long
Yale University	['Robert Shiller']	Financial Markets 金融市场（中文版）	Feb 9th, 2015	8 weeks long
Stanford University	['Dan Boneh']	Cryptography I	Apr 20th, 2015	6 weeks long
University of Pennsylvania	['Christian Terwiesch']	Introduction to Operations Management	Apr 6th, 2015	4 weeks long
University of Pennsylvania	['Robert Ghrist']	Calculus: Single Variable	May 22nd, 2015	13 weeks long
University of Illinois at Urbana-Champaign	['Aric Rindfleisch']	Marketing in a Digital World	Apr 1st, 2015	4 weeks long
University of California, Irvine	['Margaret  Meloni']	Initiating and Planning Projects	May 18th, 2015	4 weeks long
Stanford University	['Andrew Ng']	Machine Learning	Jan 19th, 2015	10 weeks long
Berklee College of Music	['Erin Barra']	Introduction to Ableton Live	Feb 2nd, 2015	3 weeks long
University of Florida	['Pedro A Malavet, LL.M.', 'Loren Turner, J.D.', 'Sharon E. Rush, J.D.', 'Jeffrey L. Harrison, J.D., Ph.D., M.B.A.', 'Kenneth B. Nunn, J.D.', 'Jennifer L. Wondracek, J.D., M.L.I.S.']	The Global Student's Introduction to U.S. Law	Jan 26th, 2015	8 weeks long
University of Houston System	['Dr. Sara G. McNeil', 'Bernard R Robin']	Powerful Tools for Teaching and Learning: Web 2.0 Tools	Feb 1st, 2015	5 weeks long
Nanyang Technological University, Singapore	['Tim White']	Beauty, Form & Function: An Exploration of Symmetry	Jan 12th, 2015	8 weeks long
Case Western Reserve University	['Richard Boyatzis']	Inspiring Leadership through Emotional Intelligence	Feb 2nd, 2015	8 weeks long
Yale University	['Craig Wright']	Introduction to Classical Music	Jan 12th, 2015	8 weeks long
Yale University	['Akhil Reed Amar']	America's Unwritten Constitution	Jan 12th, 2015	6 weeks long
Duke University	['John A. Bartlett, M.D.', 'Franklin Mosha, Ph.D.', 'Mramba Nyindo, Ph.D.']	Tropical Parasitology: Protozoans, Worms, Vectors and Human Diseases	Feb 9th, 2015	8 weeks long
Duke University	['Guillermo Sapiro']	Image and video processing: From Mars to Hollywood with a stop at the hospital	Jan 5th, 2015	9 weeks long
Caltech	['S. George Djorgovski']	Galaxies and Cosmology	Jan 5th, 2015	10 weeks long
University of Illinois at Urbana-Champaign	['Dr. José J. Vázquez-Cognet']	Microeconomics Principles	Dec 22nd, 2014	15 weeks long
University of Pennsylvania	['Stephanie McCurry']	History of the Slave South	Jan 19th, 2015	10 weeks long
Universitat Autònoma de Barcelona	['Elena Valderrama', 'Jean-Pierre Deschamps', 'Lluis Terés']	Digital Systems - Sistemas Digitales: De las puertas lógicas al procesador	Feb 9th, 2015	8 weeks long
University of Michigan	['Frederick Conrad, Ph.D.', 'Frauke Kreuter, Ph.D.']	Questionnaire Design for Social Surveys	Feb 2nd, 2015	6 weeks long
University of London	['Julian Birkinshaw']	Managing the Company of the Future	Feb 2nd, 2015	5 weeks long
University of Manchester	["Patrick J O'Malley, D.Sc", 'Michael W. Anderson, FRSC', 'Jonathan Agger, MRSC']	Introduction to Physical Chemistry	Feb 2nd, 2015	6 weeks long
University of Alberta	['Philip John Currie, PhD']	Dino 101: Dinosaur Paleobiology	Jan 3rd, 2015	12 weeks long
University of Pittsburgh	['Valerie Swigart, Ph.D. R.N.', 'Michael Gold, Ph.D.']	Clinical Terminology for International and U.S. Students	Feb 9th, 2015	6 weeks long
Johns Hopkins University	['Keeve Nachman, PhD, MHS', 'Robert S. Lawrence, MD']	An Introduction to the U.S. Food System: Perspectives from Public Health	Jan 20th, 2015	6 weeks long
École Polytechnique Fédérale de Lausanne	['Paolo Prandoni', 'Martin Vetterli']	Digital Signal Processing	Jan 19th, 2015	10 weeks long
University of Illinois at Urbana-Champaign	['Dr William Cope', 'Dr Mary Kalantzis']	e-Learning Ecologies	Jan 19th, 2015	8 weeks long
University of Minnesota	['Dr. James Fricton, DDS, MS']	Preventing Chronic Pain: A Human Systems Approach	Jan 26th, 2015	10 weeks long
University of Rochester	['John Covach']	The Music of the Rolling Stones, 1962-1974	Jan 17th, 2015	7 weeks long
University of Maryland, College Park	['Jennifer Golbeck']	Usable Security	Jan 19th, 2015	6 weeks long
University of Illinois at Urbana-Champaign	['Wen-mei W. Hwu']	Heterogeneous Parallel Programming	Jan 12th, 2015	9 weeks long
The Chinese University of Hong Kong	['Prof. Raymond W. Yeung']	Information Theory	Jan 5th, 2015	18 weeks long
Berklee College of Music	['Loudon Stearns']	Introduction to Music Production	Feb 2nd, 2015	6 weeks long
University of New Mexico	['Dr. Amy Levi, PhD, CNM, WHNP-BC', 'Dr. Van Roper, RN, FNP-C, PhD']	Rural Health Nursing	Feb 2nd, 2015	8 weeks long
Yale University	['Diana E.E. Kleiner']	Roman Architecture	Feb 2nd, 2015	12 weeks long
University of Manchester	['Prof. David M. Schultz', 'Dr Rochelle Taylor']	Our Earth: Its Climate, History, and Processes	Jan 19th, 2015	5 weeks long
University of Illinois at Urbana-Champaign	['Dr. Jonathan Tomkin']	Introduction to Sustainability	Jan 19th, 2015	8 weeks long
The University of Chicago	['John H. Cochrane']	Asset Pricing, Part 1	Jan 18th, 2015	7 weeks long
University of Illinois at Urbana-Champaign	['Dr. Prasanta Kalita']	Global Postharvest Loss Prevention: Fundamentals, Technologies, and Actors	Feb 2nd, 2015	4 weeks long
Berklee College of Music	['Gary Burton']	Jazz Improvisation	Feb 2nd, 2015	5 weeks long
University of California, San Francisco	['Catherine R. Lucey, MD']	Clinical Problem Solving	Jan 26th, 2015	6 weeks long
Yale University	['Ian Shapiro']	Moral Foundations of Politics 	Jan 12th, 2015	8 weeks long
Brown University	['Philip Klein']	Coding the Matrix: Linear Algebra through Computer Science Applications	Feb 2nd, 2015	10 weeks long
Berklee College of Music	['George W. Russell, Jr.']	Developing Your Musicianship	Feb 2nd, 2015	6 weeks long
University System of Georgia	['Anissa Lokey-Vega, Ph.D.', 'Jordan P Cameron']	 K-12 Blended & Online Learning	Jan 13th, 2015	8 weeks long
Universiteit Leiden	['Richard Thomas Griffiths']	Configuring the World: A Critical Political Economy Approach	Feb 9th, 2015	8 weeks long
Johns Hopkins University	['Brian Caffo, PhD']	Mathematical Biostatistics Boot Camp 2	Jan 19th, 2015	7 weeks long
University of Pennsylvania	['Kevin Werbach']	Gamification	Jan 26th, 2015	6 weeks long
University of London	['Dr Emm Johnstone', 'Dr Graham Smith', 'Professor Justin Champion', 'Professor  Nigel Saul', 'Professor Jonathan Phillips']	The Magna Carta and its Legacy 	Jan 12th, 2015	6 weeks long
National University of Singapore	['Peter Edwards']	Write Like Mozart: An Introduction to Classical Music Composition	Jan 13th, 2015	6 weeks long
Duke University	['Leonard E. White, Ph.D. ']	Medical Neuroscience	Jan 5th, 2015	12 weeks long
University of Pennsylvania	['Dr. John L. Puckett', 'Dr. Michael Charles Johanek']	American Education Reform: History, Policy, Practice	Jan 26th, 2015	8 weeks long
Johns Hopkins University	['Martin Lindquist, PhD, MSc']	Statistical Analysis of fMRI Data	Feb 9th, 2015	6 weeks long
University of Pittsburgh	['Michael Beach']	Disaster Preparedness	Jan 26th, 2015	6 weeks long
Duke University	['Dale Purves']	Visual Perception and the Brain	Jan 26th, 2015	8 weeks long
Johns Hopkins University	['John McGready, PhD, MS']	Statistical Reasoning for Public Health 2: Regression Methods	Jan 26th, 2015	7 weeks long
University of Copenhagen	['Ib Bondebjerg']	Scandinavian Film and Television	Feb 2nd, 2015	5 weeks long
State University of New York	['Prof. Yvonne D. Harrison, PhD', 'Prof. Vic Murray, PhD']	The Governance of Nonprofit Organizations	Jan 26th, 2015	16 weeks long
Duke University	['Dr. Jennifer M. Groh, Ph.D.']	The Brain and Space	Dec 16th, 2014	6 weeks long
Duke University	['Dr. Walter  Sinnott-Armstrong', 'Dr. Ram  Neta']	Think Again: How to Reason and Argue	Jan 5th, 2015	12 weeks long
Berklee College of Music	['Pat Pattison']	Songwriting	Feb 2nd, 2015	6 weeks long
Georgia Institute of Technology	['Dr. Bonnie H. Ferri', 'Dr. A. Bruno Frazier', 'Nathan V. Parrish']	Linear Circuits	Jan 4th, 2015	10 weeks long
University of Illinois at Urbana-Champaign	['Dr. Jim Lowe, DVM, MS, Dip ABVP (Food Animal)', 'Dr. Brian Aldridge, BVSc, MS, PhD, Dip ACVIM (Large Animal), MRCVS']	Sustainable Food Production Through Livestock Health Management	Jan 26th, 2015	6 weeks long
University of Minnesota	['Ann S. Masten, Ph.D., LP']	Resilience in Children Exposed to Trauma, Disaster and War: Global Perspectives	Feb 2nd, 2015	6 weeks long
Johns Hopkins University	['Dr. Henry Perry']	Health for All Through Primary Health Care	Jan 28th, 2015	5 weeks long
University of Illinois at Urbana-Champaign	['Rob A. Rutenbar']	VLSI CAD:  Logic to Layout	Feb 2nd, 2015	10 weeks long
American Museum of Natural History	['Rob DeSalle, Ph.D.', 'David Randle, Ph.D.']	Genetics and Society: A Course for Educators	Feb 2nd, 2015	4 weeks long
University of Maryland, College Park	['Dr. Gary  LaFree', 'Bill Braniff']	Understanding Terrorism and the Terrorist Threat	Jan 12th, 2015	8 weeks long
Icahn School of Medicine at Mount Sinai	['Avi Ma’ayan, PhD']	Network Analysis in Systems Biology	Jan 5th, 2015	7 weeks long
The University of Edinburgh	['Dr Andrea D Ellis']	Equine Nutrition	Jan 26th, 2015	5 weeks long
The University of Edinburgh	['Professor Nat Waran', 'Dr Fritha Langford', 'Heather J Bacon, BSc BVSc CertZooMed MRCVS', 'Miss Hayley  Walters, RVN', 'Dr Jill MacKay']	Animal Behaviour and Welfare	Feb 9th, 2015	6 weeks long
Universitat Autònoma de Barcelona	['Silvia Solá Viñals', 'Jose Ygoa-Bayer', 'Ian James']	English for teaching purposes	Feb 2nd, 2015	4 weeks long
National University of Singapore	['John Holbo, Associate Professor']	Reason and Persuasion: Thinking Through Three Dialogues By Plato	Jan 12th, 2015	8 weeks long
University of Illinois at Urbana-Champaign	['Madhu Viswanathan']	Subsistence Marketplaces	Jan 12th, 2015	8 weeks long
The University of North Carolina at Chapel Hill	['Donald Hornstein']	Introduction to Environmental Law and Policy	Jan 12th, 2015	6 weeks long
Northwestern University	['Dr. Melissa A. Simon']	Career 911: Your Future Job in Medicine and Healthcare	Apr 13th, 2015	6 weeks long
University of Illinois at Urbana-Champaign	['Gopesh Anand']	Operations Management	Oct 1st, 2015	4 weeks long
University of Wisconsin–Madison	['Catherine Woodward, Ph.D.']	Forests and Humans: From the Midwest to Madagascar	Sep 30th, 2015	4 weeks long
University of Illinois at Urbana-Champaign	['Scott Weisbenner']	Financial Evaluation and Strategy: Investments	Aug 1st, 2015	4 weeks long
University of California, Irvine	[]	Work Smarter, Not Harder: Time Management for Personal & Professional Productivity 	Apr 6th, 2015	4 weeks long
Stanford University	['Michael Genesereth']	General Game Playing	Mar 30th, 2015	8 weeks long
University of Washington	['Dr. Matthew Sparke']	Globalization and You	Jul 7th, 2015	10 weeks long
Icahn School of Medicine at Mount Sinai	['Avi Ma’ayan, PhD']	Big Data Science with the BD2K-LINCS Data Coordination and Integration Center	Sep 15th, 2015	7 weeks long
University of Illinois at Urbana-Champaign	['Rhiannon Clifton']	Digital Marketing Channels: Planning	Sep 1st, 2015	4 weeks long
University of Illinois at Urbana-Champaign	['Kevin Hartman']	Digital Analytics for Marketing Professionals: Marketing Analytics in Practice	Jun 1st, 2015	4 weeks long
University of Michigan	['Margaret Wooldridge, Ph.D.']	Introduction to Thermodynamics: Transferring Energy from Here to There	Jun 1st, 2015	8 weeks long
Caltech	['Mike Brown']	The Science of the Solar System	Mar 30th, 2015	9 weeks long
University of California, Irvine	['Sue Robins']	The Art of Negotiation	Apr 6th, 2015	4 weeks long
Stanford University	['Dan Boneh']	Cryptography II	Jun 1st, 2015	6 weeks long
University of California, Irvine	[]	Project Management: The Basics for Success 	Apr 6th, 2015	4 weeks long
University of California, Irvine	[]	Finance for Non-Financial People	Apr 6th, 2015	4 weeks long
University of Amsterdam	['Matthijs Rooduijn']	Descriptive Statistics	Jan 4th, 2016	6 weeks long
University of Illinois at Urbana-Champaign	['Gregory L. Davis, CPA, CMA, CFM, CCM']	Managerial Accounting: Cost Behaviors, Systems, and Analysis	May 1st, 2015	4 weeks long
Emory University	['Dabney P. Evans, PhD, MPH', 'Carlos del Rio, MD']	Ebola: An Evolving Epidemic	Mar 31st, 2015	6 weeks long
The Pennsylvania State University	['Prof. Kelleann Foster']	Geodesign: Change Your World	Jul 8th, 2015	5 weeks long
University of California, Irvine	['Margaret  Meloni']	Managing Project Risks and Changes	May 18th, 2015	4 weeks long
University of Michigan	['Eric Rabkin']	Fantasy and Science Fiction: The Human Mind, Our Modern World	Jun 1st, 2015	11 weeks long
University of Wisconsin–Madison	['Jonathan Patz']	Climate Change Policy and Public Health	Nov 9th, 2015	4 weeks long
University of Illinois at Urbana-Champaign	['Gopesh Anand']	Process Improvement	Nov 1st, 2015	4 weeks long
Princeton University	['Christopher Brinton']	Networks Illustrated: Principles without Calculus	May 1st, 2015	6 weeks long
University of Illinois at Urbana-Champaign	['Gregory L. Davis, CPA, CMA, CFM, CCM']	Managerial Accounting: Planning, Standard Costing, and Performance Measurement	Jun 1st, 2015	4 weeks long
The World Bank	['Fernanda Ruiz Nuñez', 'Jane Jamieson', 'Dianne Rudo']	Public-Private Partnerships (PPP): How can PPPs help deliver better services?	Jun 1st, 2015	4 weeks long
University of California, Irvine	['Patricia  Bravo']	Communication in the 21st Century Workplace	Apr 6th, 2015	4 weeks long
University of Amsterdam	['Annemarie Zand Scholten']	Inferential Statistics	Feb 29th, 2016	6 weeks long
Copenhagen Business School	['Kai  Hockerts', 'Kristjan Jespersen', 'Robert Austin', 'Anirudh Agrawal']	Social Entrepreneurship	Apr 7th, 2015	12 weeks long
University of Michigan	['Dr. Richard Meisler']	AIDS: Fear and Hope	Jun 1st, 2015	7 weeks long
University of Illinois at Urbana-Champaign	['Rhiannon Clifton']	Digital Marketing Channels: The Landscape	Aug 1st, 2015	4 weeks long
University of Florida	['Chad Carr, Ph.D.']	The Meat We Eat	Apr 20th, 2015	7 weeks long
University of California, San Diego 	['Scott  Klemmer']	Visual Design	Jun 16th, 2015	3 weeks long
University of California, Irvine	[]	Effective Problem-Solving and Decision-Making	Apr 6th, 2015	4 weeks long
University of Virginia	['Prof. Kurtis R. Schaeffer', 'Prof. David Francis Germano']	Buddhist Meditation and the Modern World	Jun 15th, 2015	13 weeks long
University of Michigan	['Elizabeth Du, M.D.']	Introduction to Cataract Surgery	Oct 5th, 2015	4 weeks long
University of California, San Diego 	['Scott  Klemmer']	From Point of View to Prototype	Jun 16th, 2015	3 weeks long
University of Maryland, College Park	['Charles W. Clark', 'Dr. Victor Galitski']	Exploring Quantum Physics	Mar 30th, 2015	8 weeks long
University of Amsterdam	['Gerben Moerman']	Qualitative Research Methods 	Oct 26th, 2015	6 weeks long
Duke University	['Leonard E. White, Ph.D. ']	Foundational Neuroscience for Perception and Action	Mar 30th, 2015	8 weeks long
University of Pennsylvania	['Kenneth  L.  Shropshire']	The Global Business of Sports	Jul 1st, 2015	7 weeks long
University of Michigan	['Caren Stalburg, MD, MA']	Instructional Methods in Health Professions Education	Jun 1st, 2015	8 weeks long
University of Amsterdam	['Annemarie Zand Scholten']	Solid Science: Research Methods	Aug 31st, 2015	6 weeks long
University of Pennsylvania	['Karl  T. Ulrich']	Design: Creation of Artifacts in Society	Apr 20th, 2015	8 weeks long
University of Illinois at Urbana-Champaign	['Heitor Almeida']	Financial Evaluation and Strategy: Corporate Finance	Sep 1st, 2015	4 weeks long
Lund University	['Anette Agardh', 'Jerker Liljestrand']	Global Perspectives on Sexual and Reproductive Health and Rights (SRHR)	Apr 27th, 2015	5 weeks long
University of California, Irvine	[]	Fundamentals of Management	Apr 6th, 2015	4 weeks long
Wesleyan University	['Jeanine Basinger']	Marriage and the Movies: A History	May 18th, 2015	5 weeks long
University of California, San Diego 	['Scott  Klemmer']	Interaction Techniques	Jun 16th, 2015	3 weeks long
University of California, Irvine	['Sue Robins']	High-Impact Business Writing	Apr 6th, 2015	4 weeks long
The University of Melbourne	['Peter McPhee']	The French Revolution	Jul 6th, 2015	8 weeks long
IESE Business School	['Prof. Javier Estrada']	Corporate Finance Essentials	Sep 14th, 2015	6 weeks long
UNSW Australia (The University of New South Wales)	['Oya Demirbilek', 'Elizabeth  Farrelly']	Re-Enchanting the City - Designing the Human Habitat	Apr 1st, 2015	8 weeks long
University of Pennsylvania	['Al Filreis']	Modern & Contemporary American Poetry	Sep 12th, 2015	10 weeks long
University of California, San Diego 	['Scott  Klemmer']	Design Research: Needfinding & Feedback	Jun 16th, 2015	3 weeks long
University of Illinois at Urbana-Champaign	['Kevin Hartman']	Digital Analytics for Marketing Professionals: Marketing Analytics in Theory	May 1st, 2015	4 weeks long
The University of Edinburgh	['Dr Michael Edwards', 'Dr Zack Moir', 'Richard Worth', 'Dr Nikki  Moran', 'Dr John Philip Kitchen, MA BMus PhD  FRCO LRAM']	Fundamentals of Music Theory	Aug 1st, 2015	5 weeks long
IE Business School	[' Rolf  Strom-Olsen ']	Critical Perspectives on Management	Apr 20th, 2015	6 weeks long
University of Florida	['Michael S. Gutter, Ph.D.']	Personal & Family Financial Planning	Apr 6th, 2015	8 weeks long
University of California, Irvine	[]	Essentials of Entrepreneurship: Thinking & Action	Apr 6th, 2015	4 weeks long
The World Bank	['Kanta Kumari Rigaud ', 'Pablo  Benitez']	Turn Down the Heat: Why a 4°C Warmer World Must be Avoided	Apr 20th, 2015	5 weeks long
University of California, San Diego 	['Scott  Klemmer']	Designing, Running, and Analyzing Experiments	Jun 16th, 2015	3 weeks long
University of Wisconsin–Madison	['Jesse  Stommel', 'Sarah L. Marty', 'R L Widmann', 'Catherine DeRose']	 Shakespeare in Community	Apr 26th, 2015	4 weeks long
The University of Melbourne	['Dr. Marnie Blewitt']	Epigenetic Control of Gene Expression	Jun 29th, 2015	8 weeks long
University of California, San Diego 	['Scott  Klemmer']	Human-Computer Interaction Design	Jun 16th, 2015	9 weeks long
Stanford University	['Michael Genesereth']	Introduction to Logic	Sep 28th, 2015	8 weeks long
University of Wisconsin–Madison	['Alan R Carroll']	Energy and the Earth	Jun 21st, 2015	4 weeks long
University of California, Irvine	['Margaret  Meloni']	Budgeting and Scheduling Projects	May 18th, 2015	4 weeks long
École Polytechnique Fédérale de Lausanne	['Olivier L. Burdet', 'Aurelio Muttoni']	L'art des structures 1 : Câbles et arcs	Sep 12th, 2015	10 weeks long
Indian School of Business	['Dr. Rajagopal Raghunathan']	A Life of Happiness and Fulfillment	Jun 15th, 2015	6 weeks long
Princeton University	['Kevin Wayne', 'Robert Sedgewick']	Algorithms, Part I	Jan 23rd, 2015	6 weeks long
Stanford University	['Tim Roughgarden']	Algorithms: Design and Analysis, Part 1	Jan 19th, 2015	6 weeks long
Stanford University	['Nick Parlante']	Computer Science 101	Jan 8th, 2015	Indeterminate Duration
The Ohio State University	['Dr. Kenneth  M.  Hale, RPh, PhD']	Introduction to Pharmacy	Jan 31st, 2015	7 weeks long
Stanford University	['Jure Leskovec', 'Anand Rajaraman', 'Jeff Ullman']	Mining Massive Datasets	Feb 6th, 2015	7 weeks long
École Polytechnique Fédérale de Lausanne	['Marco Picasso']	Analyse numérique pour ingénieurs	Jan 12th, 2015	8 weeks long
The University of Edinburgh	['Dr. Gerhard Wickler', 'Prof. Austin Tate']	Artificial Intelligence Planning	Aug 29th, 2013	7 weeks long
Stanford University	['Dr. Kim F. Rhoads']	Practical tips to improve Asian American participation in cancer clinical trials	Nov 22nd, 2013	104 weeks long
Stanford University	['Stan Deresinski, MD', 'Elizabeth Robilotti']	Antimicrobial Stewardship: Optimization of Antibiotic Practices	Jul 14th, 2014	104 weeks long
Wesleyan University	['Scott Plous']	Social Psychology	Jan 15th, 2015	7 weeks long
Ludwig-Maximilians-Universität München (LMU)	['Martha Merrow', 'Till Roenneberg']	Circadian clocks: how rhythms structure life	Jan 27th, 2015	6 weeks long
University of Kentucky	['Dr. Phil Kraemer', 'Dr. Jonathan Golding']	How to Succeed in College	Feb 2nd, 2015	6 weeks long
IESE Business School	['Prof. Pankaj Ghemawat']	Globalization of Business Enterprise	Jan 5th, 2015	8 weeks long
Lund University	['Jörgen Hettne', 'Cécile Brokelind', 'Sanja Bogojevi ć', 'Michael Bogdan', 'Anna Wiberg', 'Mia Rönnmar ', 'Björn Lundqvist', 'Henrik Norinder', 'Ulf Maunsbach', 'Eduardo Gill Pedro', 'Magnus Schmauch', 'Ulrika Wennersten', 'Angelica Ericsson', 'Hans Henrik Lidgard', 'Justin Pierce', 'Xavier Groussot', 'Timo Minssen']	Introduction to European Business Law	Jan 23rd, 2015	10 weeks long
Princeton University	['Robert Sedgewick']	Analysis of Algorithms	Sep 22nd, 2014	6 weeks long
Stanford University	['Daniel A. McFarland']	Organizational Analysis (Self-Paced)	Jan 5th, 2015	10 weeks long
University of Washington	['Dr. Kjell Konis']	Mathematical Methods for Quantitative Finance	Feb 2nd, 2015	8 weeks long
École normale supérieure	['Werner Krauth']	Statistical Mechanics: Algorithms and Computations	Jan 5th, 2015	10 weeks long
University of Washington	['Nathan Kutz']	Computational Methods for Data Analysis	Feb 2nd, 2015	10 weeks long
State University of New York	['Dr. Thomas P. Mackey', 'Professor Trudi Jacobson', 'Kathleen Stone', "Kelsey O'Brien", 'Ms. Jenna Pitera', 'Allison Hosier', 'Dr. Michele Forte', 'Amy McQuigge']	Metaliteracy: Empowering Yourself in a Connected World	Jan 13th, 2015	10 weeks long
University of Kentucky	['Dr. Allison Soult', 'Dr. Kim Woodrum']	Chemistry	Jan 19th, 2015	10 weeks long
University of Minnesota	['Dr.  Christopher J.  Cramer']	Statistical Molecular Thermodynamics	Jan 19th, 2015	11 weeks long
Nanyang Technological University, Singapore	['Vijay Sethi']	Foundations of E-Commerce 	Jan 20th, 2015	6 weeks long
Stanford University	['Jonathan Mayer']	Surveillance Law	Feb 9th, 2015	6 weeks long
University of Oregon	['Dr. Deborah Healey', 'Jeff Magoto', 'Dr. Elizabeth Hanson-Smith']	Shaping the Way We Teach English, 2: Paths to Success in ELT	Feb 2nd, 2015	5 weeks long
University of Michigan	['Sally Santen, M.D., Ph.D.']	Teaching and Assessing Clinical Skills	Oct 21st, 2014	6 weeks long
Ludwig-Maximilians-Universität München (LMU)	['Donald Bruce Dingwell']	Volcanic Eruptions: a material science.	Sep 2nd, 2014	10 weeks long
Caltech	['Amy Braverman', 'Daniel J. Crichton', 'Scott Davidoff', 'S. George Djorgovski', 'Ciro Donalek', 'Richard J. Doyle', 'Thomas Fuchs', 'Matthew Graham', 'Ashish Mahabal', 'Chris Mattmann', 'David R. Thompson']	The Caltech-JPL Summer School on Big Data Analytics	Feb 4th, 2015	2 weeks long
University of Amsterdam	['Rutger de  Graaf']	Introduction to Communication Science	Dec 1st, 2014	7 weeks long
Duke University	['Ronen Plesser']	Introduction to Astronomy	Feb 2nd, 2015	13 weeks long
Wesleyan University	['Scott Higgins']	The Language of Hollywood: Storytelling, Sound, and Color	Jan 26th, 2015	5 weeks long
University of Geneva	['Martin Beniston', 'Pascal Peduzzi', 'Sandy Alexander Bisaro', 'Arthur Lyon Dahl', 'Angus Mackay', 'Pradeep Kurukulasuriya']	Pathways to climate change adaptation: the case of Small Island Developing States	There are no open sessions.	5 weeks long
University of Toronto	['Steve Joordens']	Introduction to Psychology	There are no open sessions.	Indeterminate Duration
Columbia University	['Perry G Mehrling']	Economics of Money and Banking, Part One	There are no open sessions.	Indeterminate Duration
Georgia Institute of Technology	['Dr. Michael F. Schatz']	Introductory Physics I with Laboratory	There are no open sessions.	Indeterminate Duration
Korea Advanced Institute of Science and Technology	['Yang-Hann Kim']	Introduction to Acoustics (Part 2)	There are no open sessions.	Indeterminate Duration
CentraleSupélec	['John Cagnol', 'Anna Rozanova-Pierrat']	An Introduction to Functional Analysis	There are no open sessions.	Indeterminate Duration
Copenhagen Business School	['Robert Austin', 'Shannon Hessel', 'Richard L. Nolan']	Leadership in 21st Century Organizations	There are no open sessions.	Indeterminate Duration
Georgia Institute of Technology	['Dr. Fatimah Wirth']	Fundamentals of Online Education: Planning and Application	There are no open sessions.	Indeterminate Duration
Sapienza University of Rome	['Paolo Matthiae', 'Davide Nadali', 'Andrea Vitaletti', 'Emanuel Demetrescu']	Recovering the Humankind's Past and Saving the Universal Heritage	There are no open sessions.	Indeterminate Duration
Johns Hopkins University	['Dr. Scott L. Zeger, PhD']	Case-Based Introduction to Biostatistics	There are no open sessions.	Indeterminate Duration
University of Pittsburgh	['Amy D. Rickman, Ph.D., RD, LDN', 'John M. Jakicic, Ph.D.']	Nutrition and Physical Activity for Health	There are no open sessions.	Indeterminate Duration
Rutgers University	['Dr. Darrin M. York']	Preparation for General Chemistry	There are no open sessions.	Indeterminate Duration
The Ohio State University	['Nicole Cartwright Kwiek, Ph.D.']	Generation Rx: The Science Behind Prescription Drug Abuse	There are no open sessions.	Indeterminate Duration
Duke University	['Dr. Roger Barr']	Bioelectricity: A Quantitative Approach	There are no open sessions.	Indeterminate Duration
The Museum of Modern Art	['Jessica Baldenhofer', 'Lisa Mazzola', 'Stephanie Pau']	Art & Activity: Interactive Strategies for Engaging with Art	There are no open sessions.	Indeterminate Duration
University of Pennsylvania	['Michael Kearns']	Networked Life	There are no open sessions.	Indeterminate Duration
West Virginia University	['Darko Velichkovski']	New World, New Map: GPS for Today’s Music Industry	There are no open sessions.	Indeterminate Duration
Georgia Institute of Technology	['Dr. Anderson  D. Smith']	Introduction to Psychology as a Science	There are no open sessions.	Indeterminate Duration
Georgia Institute of Technology	['Dr. Rahul Basole']	Healthcare Data Visualization	There are no open sessions.	Indeterminate Duration
Match Teacher Residency	['Mr.  Orin  Gutlerner']	Coaching Teachers: Promoting Changes that Stick 	There are no open sessions.	Indeterminate Duration
Stanford University	['Dan Boneh', 'Prof. Dawn Song', 'John C Mitchell']	Computer Security	There are no open sessions.	Indeterminate Duration
University of California, Irvine	['Dr.  Sarah Eichhorn', 'Dr. Rachel Cohen Lehman']	Pre-Calculus	There are no open sessions.	Indeterminate Duration
Relay Graduate School of Education	['Dave Levin']	Teaching Character and Creating Positive Classrooms 	There are no open sessions.	Indeterminate Duration
Princeton University	['Mitchell Duneier']	Introduction to Sociology	There are no open sessions.	Indeterminate Duration
Duke University, Emory University & The University of North Carolina at Chapel Hill	['Kevin Smith, M.L.S., J.D.', 'Lisa A. Macklin, J.D.,M.L.S.', 'Anne Gilliland, JD, MLS']	Copyright for Educators & Librarians	There are no open sessions.	Indeterminate Duration
The Pennsylvania State University	['Dr. Kathryn W. Jablokow', 'Dr. Darrell Velegol', 'Dr. Jack V. Matson', 'Elizabeth Kisenwether']	Creativity, Innovation, and Change | 创意，创新, 与 变革	There are no open sessions.	Indeterminate Duration
University of Toronto	['Nicholas James Provart']	Bioinformatic Methods II	There are no open sessions.	Indeterminate Duration
West Virginia University	['Dr. Richard Riley, Ph.D', 'Dr. Richard Dull, Ph.D', 'John Gill, J.D., CFE']	Forensic Accounting and Fraud Examination	There are no open sessions.	Indeterminate Duration
University of Rochester	['Robert  Clark', 'Mark  Bocko']	Fundamentals of Audio and Music Engineering: Part 1 Musical Sound & Electronics	There are no open sessions.	Indeterminate Duration
