University of Colorado Boulder & University of Colorado System	['Dr. Michael Dubson']	Physics 1 for Physical Science Majors	There are no open sessions.	Indeterminate Duration
University of Virginia	['Dr. Bridget K. Hamre', 'Ms. Grace W. Funk', 'Ms. Allison P. Leach', 'Dr. Kathy Neesen', 'Ms. Sarah V. Lydic']	Effective Classroom Interactions: Supporting Young Children’s Development	There are no open sessions.	Indeterminate Duration
University of Wisconsin–Madison	['Kris Olds', 'Susan L. Robertson']	Globalizing Higher Education and Research for the ‘Knowledge Economy’	There are no open sessions.	Indeterminate Duration
University of Pennsylvania	['Ezekiel J. Emanuel, MD, PhD']	Rationing and Allocating Scarce Medical Resources	There are no open sessions.	Indeterminate Duration
Ludwig-Maximilians-Universität München (LMU)	['Barbara Conradt']	Programmed cell death	There are no open sessions.	Indeterminate Duration
University of Pittsburgh	['Larry Foulke']	A Look at Nuclear Science and Technology	There are no open sessions.	Indeterminate Duration
University of Washington	['Dan  Grossman']	Programming Languages	There are no open sessions.	Indeterminate Duration
McMaster University	['Kevin Dunn']	Experimentation for Improvement	There are no open sessions.	Indeterminate Duration
University of Pennsylvania	['John Hogenesch', 'John  Isaac  Murray']	Experimental Genome Science	There are no open sessions.	Indeterminate Duration
The University of Edinburgh	['Dr Glyn Davis']	Warhol	There are no open sessions.	Indeterminate Duration
University of Rochester	['Mark Zupan']	The Power of Markets	There are no open sessions.	Indeterminate Duration
University of Rochester	['John Covach']	History of Rock, Part Two	There are no open sessions.	Indeterminate Duration
University of Geneva	['Gilbert Probst', 'Sebastian Buckup', 'Julian Fleet', 'Bruce Jenks', 'Stephan Mergenthaler', 'Cassandra Quintanilla', 'Lea Stadtler', 'Claudia Gonzalez Romo']	International Organizations Management	There are no open sessions.	Indeterminate Duration
HEC Paris	['Rodolphe Durand']	Time to Reorganize! Understand Organizations, Act, and Build a Meaningful World.	There are no open sessions.	Indeterminate Duration
The Pennsylvania State University	['Mr. Tim R Robicheaux']	Presumed Innocent? The Social Science of Wrongful Conviction	There are no open sessions.	Indeterminate Duration
The Chinese University of Hong Kong	['Prof. Ou Fan Leo Lee 李歐梵']	Classics of Chinese Humanities: Guided Readings	There are no open sessions.	Indeterminate Duration
University of Michigan	['Matthew Davis, M.D., M.A.P.P.']	Understanding and Improving the US Healthcare System	There are no open sessions.	Indeterminate Duration
Johns Hopkins University	['Kevin Frick']	Principles of Obesity Economics	There are no open sessions.	Indeterminate Duration
Duke University	['David Schanzer']	9/11 and Its Aftermath -- Part I	There are no open sessions.	Indeterminate Duration
Università Bocconi	['Stefano Gatti']	Financing and Investing in Infrastructure	There are no open sessions.	Indeterminate Duration
Caltech	['Henry A. Lester, PhD']	Drugs and the Brain	There are no open sessions.	Indeterminate Duration
University of Houston System	['Rebecca George']	Preparing for the AP* Statistics Exam	There are no open sessions.	Indeterminate Duration
Georgia Institute of Technology	['Dr. Mark L. Braunstein, MD']	Health Informatics in the Cloud	There are no open sessions.	Indeterminate Duration
University of Illinois at Urbana-Champaign	['Lawrence Angrave']	Creative, Serious and Playful Science of Android Apps	There are no open sessions.	Indeterminate Duration
University of Colorado System	['Michael J. Orlando']	Fundamentals of Global Energy Business	There are no open sessions.	Indeterminate Duration
National Geographic Society	['Kathleen  Schwille']	FLOW Education: Facilitating Learning through Outdoor Watershed Education	There are no open sessions.	Indeterminate Duration
Universiteit Leiden	['Madeleine Hosli']	The Changing Global Order	There are no open sessions.	Indeterminate Duration
Rice University	['Lara Arch', 'Chris "C. J." Thompson', 'Lisa Webber', 'Dr. Jarrett Reid Whitaker', 'Dr. Terry K. Talley']	Inquiry Science Learning: Perspectives and Practices 2 - Techniques for Success	There are no open sessions.	Indeterminate Duration
Duke University	['Dr. Mohamed Noor']	Introduction to Genetics and Evolution	There are no open sessions.	Indeterminate Duration
Sciences Po	['Bertrand Badie', 'Marie-Françoise Durand']	Espace mondial, a French vision of Global studies	There are no open sessions.	Indeterminate Duration
The Pennsylvania State University	['Dr. Todd S. Bacastow']	Geospatial Intelligence & the Geospatial Revolution	There are no open sessions.	Indeterminate Duration
Sapienza University of Rome	['Francesco Paolo Fiore']	Early Renaissance Architecture in Italy: from Alberti to Bramante	There are no open sessions.	Indeterminate Duration
The World Bank	['Anca Maria Podpiera', 'Federica Ranghieri ', 'Kyla Wethli', 'Norman Loayza']	Risk and Opportunity: Managing Risk for Development	There are no open sessions.	Indeterminate Duration
Johns Hopkins University	['Jeffrey Kahn, PhD, MPH', 'Alan C Regenberg', 'Debra JH Mathews, PhD, MA', 'Joseph Ali']	Guinea Pigs, Heroes & Desperate Patients: The History & Ethics of Human Research	There are no open sessions.	Indeterminate Duration
The Ohio State University	['Susan Delagrange', 'Scott  Lloyd  DeWitt', 'Kay Halasek', 'Ben McCorkle', 'Cynthia Selfe']	Writing II: Rhetorical Composing	There are no open sessions.	Indeterminate Duration
University of Wisconsin–Madison	['John Hawks']	Human Evolution: Past and Future	There are no open sessions.	Indeterminate Duration
University of Michigan	['Ralph Lydic, Ph.D.', 'Helen Baghdoyan, Ph.D.']	Sleep: Neurobiology, Medicine, and Society	There are no open sessions.	Indeterminate Duration
University of Washington	['Barbara Endicott-Popovsky']	Information Security and Risk Management in Context	There are no open sessions.	Indeterminate Duration
University of Minnesota	['Dr. Margaret V. Root, DVM, PhD, DACT']	Canine Theriogenology for Dog Enthusiasts	There are no open sessions.	Indeterminate Duration
Princeton University	['Andrew Conway']	Statistics One	There are no open sessions.	Indeterminate Duration
University of California, Santa Cruz	['Dr. Dominic William Massaro']	Children Acquiring Literacy Naturally	There are no open sessions.	Indeterminate Duration
Icahn School of Medicine at Mount Sinai	['Ravi Iyengar, PhD']	Introduction to Systems Biology	There are no open sessions.	Indeterminate Duration
Stanford University	['Dr. Kristin Sainani']	Writing in the Sciences	There are no open sessions.	Indeterminate Duration
University of Michigan	['J. Alex Halderman']	Securing Digital Democracy	There are no open sessions.	Indeterminate Duration
Rice University	['James L. Smith']	The Art of Teaching History: A Global Conversation for Secondary Educators 	There are no open sessions.	Indeterminate Duration
State University of New York	['Dr.  Margaret Anne Schedel']	Introduction to Computational Arts	There are no open sessions.	Indeterminate Duration
Match Teacher Residency	['Mr.  Orin  Gutlerner']	Surviving Your Rookie Year of Teaching: 3 Key Ideas & High Leverage Techniques	There are no open sessions.	Indeterminate Duration
Columbia University	['Vincent Racaniello, Ph.D.']	How Viruses Cause Disease	There are no open sessions.	Indeterminate Duration
University of London	['David Winter', 'Laura Brammar']	Enhance Your Career and Employability Skills	There are no open sessions.	Indeterminate Duration
University of Houston System	['Dr.  Andria T Young']	Applying Principles of Behavior in the K-12 Classroom	There are no open sessions.	Indeterminate Duration
University of Pennsylvania	['Rebecca Stein']	Principles of Microeconomics	There are no open sessions.	Indeterminate Duration
Georgia Institute of Technology	['Dr. Jim Rehg']	Healthcare Technologies to Assess Human Behavior for Health Management	There are no open sessions.	Indeterminate Duration
University of California, San Diego 	['Dr. Barbara Oakley', 'Dr. Terrence Sejnowski']	Learning How to Learn: Powerful mental tools to help you master tough subjects	There are no open sessions.	Indeterminate Duration
Johns Hopkins University	['Nancy Hodgson, PhD, RN', 'Laura Gitlin, PhD']	Living with Dementia: Impact on Individuals, Caregivers, Communities and Societies	There are no open sessions.	Indeterminate Duration
The University of Tokyo	['Kiichi Fujiwara']	Conditions of War and Peace	There are no open sessions.	Indeterminate Duration
Georgia Institute of Technology	['Dr. Karen Head']	First-Year Composition 2.0	There are no open sessions.	Indeterminate Duration
University of Colorado Boulder & University of Colorado System	['Professor Rob Knight', 'Dr.  Jessica L. Metcalf', 'Dr. Katherine R. Amato']	Gut Check: Exploring Your Microbiome	There are no open sessions.	Indeterminate Duration
University of Houston System	['Rebecca George', 'Dr. Jeffrey J Morgan']	Preparing for the AP* Calculus AB and BC Exams (Part 2 - Integral Calculus)	There are no open sessions.	Indeterminate Duration
Korea Advanced Institute of Science and Technology	['YongKeun Park', 'Chulhee Choi', 'Hyeon-Jeong Suk']	Introduction to Light, Color, and Life	There are no open sessions.	Indeterminate Duration
University of Pennsylvania	['Dr. Ed Dixon']	Auf Deutsch: Communicating in German Across Cultures 	There are no open sessions.	Indeterminate Duration
Rutgers University	['Prof. Daniel M. Ogilvie', 'Prof. Leonard W. Hamilton']	Soul Beliefs: Causes and Consequences	There are no open sessions.	Indeterminate Duration
Johns Hopkins University	['Paul D. Miller']	Engaging Students through Cooperative Learning	There are no open sessions.	Indeterminate Duration
University of Washington	['David Wetherall', 'Arvind Krishnamurthy', 'John Zahorjan']	Computer Networks	There are no open sessions.	Indeterminate Duration
University of Maryland, College Park	['Raymond J. St. Leger', "Tammatha O'Brien"]	Genes and the Human Condition (From Behavior to Biotechnology)	There are no open sessions.	Indeterminate Duration
Emory University	['Dr. Jacob L. Wright']	The Bible's Prehistory, Purpose, and Political Future	There are no open sessions.	Indeterminate Duration
Northwestern University	['Prof. Owen R. Youngman']	Understanding Media by Understanding Google	There are no open sessions.	Indeterminate Duration
Northwestern University	['Todd D. Murphey']	Everything is the Same: Modeling Engineered Systems	There are no open sessions.	Indeterminate Duration
University of California, San Diego 	['Dr. Stephen Mayfield']	Our Energy Future	There are no open sessions.	Indeterminate Duration
New Teacher Center, Silicon Schools Fund & Clayton Christensen Institute	['Brian Greenberg', 'Rob Schwartz', 'Michael  Horn']	Blended Learning: Personalizing Education for Students	There are no open sessions.	Indeterminate Duration
University of Florida	['Jennifer Clark']	Economic Issues, Food & You	There are no open sessions.	Indeterminate Duration
University of Pennsylvania	['Peter  Frumkin', 'Mrs.  Russell  Willis  Taylor']	Arts and Culture Strategy	There are no open sessions.	Indeterminate Duration
Emory University	['Peter Lacovara']	The Art and Archaeology of Ancient Nubia	There are no open sessions.	Indeterminate Duration
The University of Melbourne	['Nilss Olekalns']	Principles of Macroeconomics	There are no open sessions.	Indeterminate Duration
Emory University	['Steve Everett']	Introduction to Digital Sound Design	There are no open sessions.	Indeterminate Duration
Peking University	['Ge Gao 高歌, Ph.D.', 'Liping Wei 魏丽萍, Ph.D.']	Bioinformatics: Introduction and Methods 生物信息学: 导论与方法	There are no open sessions.	Indeterminate Duration
The University of Melbourne	['Professor Jon Barnett', 'Professor John Freebairn', 'Dr. Maurizio Toscano', 'Professor Rachel Webster', 'David Karoly']	Climate Change	There are no open sessions.	Indeterminate Duration
The Ohio State University	['Jacquelyn Meshelemiah']	Human Trafficking	There are no open sessions.	Indeterminate Duration
National Geographic Society	['Kathleen  Schwille']	Water: The Essential Resource	There are no open sessions.	Indeterminate Duration
University of Florida	['Kevin A. Sabet, Ph.D.', 'Scott  Teitelbaum, MD', 'Michael F. Nias, J.D., MSW, LCSW']	The American Disease: Drugs and Drug Control in the USA	There are no open sessions.	Indeterminate Duration
Stanford University	['Jennifer Widom']	Introduction to Databases	There are no open sessions.	Indeterminate Duration
Princeton University	['Jeremy Adelman']	A History of the World since 1300	There are no open sessions.	Indeterminate Duration
The University of Melbourne	['Professor Mark Hargreaves']	Exercise Physiology: Understanding the Athlete Within	There are no open sessions.	Indeterminate Duration
University of Toronto	['Jennifer Campbell', 'Paul Gries']	Learn to Program: The Fundamentals	There are no open sessions.	Indeterminate Duration
École Polytechnique Fédérale de Lausanne	['Rick Johnston', 'Sara Marks']	Introduction to Household Water Treatment and Safe Storage	There are no open sessions.	Indeterminate Duration
University of Minnesota	['Joseph A Konstan', 'Michael D Ekstrand']	Introduction to Recommender Systems	There are no open sessions.	Indeterminate Duration
University of Pennsylvania	['Erick Hyde']	Applying to U.S. Universities	There are no open sessions.	Indeterminate Duration
Stanford University	['Alex Aiken']	Compilers	There are no open sessions.	Indeterminate Duration
Lund University	['Dr. Kes McCormick', 'Dr. Luis Mundaca', 'Prof.  Oksana Mont', 'Prof.  Lena Neij', 'Dr. Thomas Lindhqvist', 'Dr.  Håkan Rodhe']	Greening the Economy: Lessons from Scandinavia	There are no open sessions.	Indeterminate Duration
Georgia Institute of Technology	['Dr. Tom  Morley']	Games without Chance: Combinatorial Game Theory 	There are no open sessions.	Indeterminate Duration
University of London	['Professor Adam Gearey']	English Common Law: Structure and Principles	There are no open sessions.	Indeterminate Duration
Case Western Reserve University	['Michael Scharf']	Introduction to International Criminal Law	There are no open sessions.	Indeterminate Duration
École Polytechnique Fédérale de Lausanne	['Martin Odersky', 'Erik Meijer', 'Roland Kuhn']	Principles of Reactive Programming	There are no open sessions.	Indeterminate Duration
University of Washington	['Barbara Endicott-Popovsky']	Building an Information Risk Management Toolkit	There are no open sessions.	Indeterminate Duration
Northwestern University	['William J. White']	Power Onboarding	There are no open sessions.	Indeterminate Duration
Johns Hopkins University	['Karen R. Charron, BSN, MPH, CCRC', 'Amber Bickford Cox, MPH, CCRC']	Vaccine Trials: Methods and Best Practices	There are no open sessions.	Indeterminate Duration
The Ohio State University	['Robert Bailey']	Technology and Ethics	There are no open sessions.	Indeterminate Duration
Rice University	['John Steven Hutchinson']	Chemistry: Concept Development and Application	There are no open sessions.	Indeterminate Duration
Stanford University	['Matthew O. Jackson']	Social and Economic Networks:  Models and Analysis	There are no open sessions.	Indeterminate Duration
University of Pennsylvania	['Dr.  Sarah Kagan, PhD, RN', 'Anne Shoemaker']	Growing Old Around the Globe	There are no open sessions.	Indeterminate Duration
Rice University	['John Steven Hutchinson']	Chemistry: Concept Development and Application Part II	There are no open sessions.	Indeterminate Duration
New Teacher Center	['Lisa Mount']	Common Core in Action: Literacy in the Content Areas- Exploring Literacy Design Collaborative Template Tasks	There are no open sessions.	Indeterminate Duration
Princeton University	['Miguel A. Centeno']	Paradoxes of War	There are no open sessions.	Indeterminate Duration
University of Maryland, College Park	['Eric Pacuit']	Making Better Group Decisions: Voting, Judgement Aggregation and Fair Division	There are no open sessions.	Indeterminate Duration
Brown University	['Sue Alcock']	Archaeology's Dirty Little Secrets	There are no open sessions.	Indeterminate Duration
University of California, Irvine	['Dr.  Sarah Eichhorn', 'Dr. Rachel Cohen Lehman', 'Melissa Joell Loble, M.A., MBA']	Intermediate Algebra	There are no open sessions.	Indeterminate Duration
Columbia University	['Yannis Tsividis']	MOS Transistors	There are no open sessions.	Indeterminate Duration
University of California, San Francisco	['Thomas Kearney, Pharm.D., DABAT']	Poisonings in the Home and Community: Assessment and Emergency Response	There are no open sessions.	Indeterminate Duration
University of Toronto	['Geoffrey Hinton']	Neural Networks for Machine Learning	There are no open sessions.	Indeterminate Duration
Rice University	['Lara Arch', 'Chris "C. J." Thompson', 'Lisa Webber', 'Dr. Jarrett Reid Whitaker', 'Dr. Terry K. Talley']	Inquiry Science Learning: Perspectives and Practices 3 - Science Content Survey	There are no open sessions.	Indeterminate Duration
University of Pennsylvania	['Unknown Author']	"Pay Attention!!" ADHD Through the Lifespan	There are no open sessions.	Indeterminate Duration
University of Colorado Boulder & University of Colorado System	['Dr. Robert Erickson']	Introduction to Power Electronics	There are no open sessions.	Indeterminate Duration
University of Michigan	['Kevin Korsyn, Ph.D.']	Introduction to Classical Music	There are no open sessions.	Indeterminate Duration
The Hong Kong University of Science and Technology	['Naubahar Sharif']	Science, Technology, and Society in China I: Basic Concepts	There are no open sessions.	Indeterminate Duration
University of Houston System	['Bernard R Robin', 'Dr. Sara G. McNeil']	Powerful Tools for Teaching and Learning: Digital Storytelling	There are no open sessions.	Indeterminate Duration
University of California, San Diego 	['Pavel  Pevzner', 'Phillip E. C. Compeau', 'Nikolay Vyahhi']	Bioinformatics Algorithms (Part 1) 	There are no open sessions.	Indeterminate Duration
Emory University	['Polly J. Price']	Citizenship and U.S. Immigration	There are no open sessions.	Indeterminate Duration
University of Rochester	['John Covach']	The Music of the Beatles	There are no open sessions.	Indeterminate Duration
University of London	['Dr Clare Brooks, UCL Institute of Education, University of London']	What future for education?	There are no open sessions.	Indeterminate Duration
Georgia Institute of Technology	['Dr. Tucker Balch']	Computational Investing, Part I	There are no open sessions.	Indeterminate Duration
Brown University	['Monica Linden', 'David Sheinberg']	Exploring Neural Data	There are no open sessions.	Indeterminate Duration
Duke University	['Dr. Denise Comer']	English Composition I: Achieving Expertise	There are no open sessions.	Indeterminate Duration
Northwestern University	['Eric Masanet']	How Green Is That Product? An Introduction to Life Cycle Environmental Assessment	There are no open sessions.	Indeterminate Duration
University of Florida	['Kristina von Castel-Roberts, Ph.D.']	Fundamentals of Human Nutrition	There are no open sessions.	Indeterminate Duration
University of Maryland, College Park	['Dr. Elsa Barkley Brown']	Women and the Civil Rights Movement	There are no open sessions.	Indeterminate Duration
University of London	['Dr Jenny Thomson']	Supporting children with difficulties in reading and writing	There are no open sessions.	Indeterminate Duration
University of California, Irvine	['Dr. Peter Navarro']	The Power of Macroeconomics: Economic Principles in the Real World	There are no open sessions.	Indeterminate Duration
Columbia University	['Jeffrey Sachs']	The Age of Sustainable Development	There are no open sessions.	Indeterminate Duration
Yale University	['Akhil Reed Amar']	America's Written Constitution	There are no open sessions.	Indeterminate Duration
Nanyang Technological University, Singapore	['Roderick  Bates ']	Introduction to Forensic Science	There are no open sessions.	Indeterminate Duration
Mt. San Jacinto College	['Lawrence (Larry) Barkley', 'Ted Blake', 'Lorrie Ross']	Crafting an Effective Writer: Tools of the Trade (Fundamental English Writing)	There are no open sessions.	Indeterminate Duration
New Teacher Center	['Ellen Moir', 'Lynn Kepp']	First Year Teaching (Secondary Grades) - Success from the Start	There are no open sessions.	Indeterminate Duration
The University of Chicago	['David Archer']	Global Warming: The Science and Modeling of Climate Change	There are no open sessions.	Indeterminate Duration
Rutgers University	['Dr. Terry A. Matilsky']	Analyzing the Universe	There are no open sessions.	Indeterminate Duration
University of Toronto	['James S Wallace']	Wind, Waves and Tides: Alternative Energy Systems	There are no open sessions.	Indeterminate Duration
Vanderbilt University	['Jay Clayton']	Online Games: Literature, New Media, and Narrative	There are no open sessions.	Indeterminate Duration
Johns Hopkins University	['John McGready, PhD, MS']	Statistical Reasoning for Public Health 1: Estimation, Inference, & Interpretation	There are no open sessions.	Indeterminate Duration
University of Pennsylvania	['Ezekiel J. Emanuel, MD, PhD']	Health Policy and the Affordable Care Act	There are no open sessions.	Indeterminate Duration
Duke University	['David Schanzer']	Responding to 9/11: Counterterrorism Policy in the 21st Century	There are no open sessions.	Indeterminate Duration
The Hong Kong University of Science and Technology	['King L. Chow', 'Lam Lung Yeung']	The Science of Gastronomy	There are no open sessions.	Indeterminate Duration
University of Toronto	['Jean-Paul Restoule']	Aboriginal Worldviews and Education	There are no open sessions.	Indeterminate Duration
Georgia Institute of Technology	['Dr. May Dongmei Wang']	 Mobile Healthcare technologies for patients and providers	There are no open sessions.	Indeterminate Duration
The University of Tokyo	['Takeo Igarashi']	Interactive Computer Graphics	There are no open sessions.	Indeterminate Duration
The Hong Kong University of Science and Technology	['Naubahar Sharif']	Science, Technology, and Society in China II: History of S&T in Chinese Society	There are no open sessions.	Indeterminate Duration
University of Nebraska	['Denise H. Britigan, PhD, MA, CHES']	Health Literacy and Communication for Health Professionals	There are no open sessions.	Indeterminate Duration
Johns Hopkins University	['Dr. Cheryl Dennison Himmelfarb, RN, ANP, PhD, FAAN ', 'Dr. Peter J.  Pronovost, MD, PhD, FCCM', 'Dr. Albert Wu, M.D., M.P.H.']	The Science of Safety in Healthcare	There are no open sessions.	Indeterminate Duration
University of Virginia	['Michael J. Lenox']	Foundations of Business Strategy	There are no open sessions.	Indeterminate Duration
University of Copenhagen	['Anders Holm']	Measuring Causal Effects in the Social Sciences	There are no open sessions.	Indeterminate Duration
Hebrew University of Jerusalem	['Jonathan Garb']	Modern European Mysticism and Psychological Thought	There are no open sessions.	Indeterminate Duration
The University of Melbourne	['Professor Jeffrey Borland']	Generating the Wealth of Nations	There are no open sessions.	Indeterminate Duration
Technical University of Denmark (DTU)	['Anders Gorm Pedersen']	Computational Molecular Evolution	There are no open sessions.	Indeterminate Duration
CentraleSupélec	['Nikos Paragios', 'Pawan Kumar']	Discrete Inference and Learning in Artificial Vision	There are no open sessions.	Indeterminate Duration
University of Pennsylvania	['Jonathan D. Moreno']	Neuroethics	There are no open sessions.	Indeterminate Duration
Stanford University	['Dan Jurafsky', 'Christopher Manning']	Natural Language Processing	There are no open sessions.	Indeterminate Duration
Duke University	['Prof. Dorian A. Canelas']	Introduction to Chemistry:  Structures and Solutions	There are no open sessions.	Indeterminate Duration
University of Michigan	['Lada Adamic']	Social Network Analysis	There are no open sessions.	Indeterminate Duration
Stanford University & The University of British Columbia	['Matthew O. Jackson', 'Kevin Leyton-Brown', 'Yoav Shoham']	Game Theory II: Advanced Applications	There are no open sessions.	Indeterminate Duration
The University of Tokyo	['Hitoshi Murayama']	From the Big Bang to Dark Energy	There are no open sessions.	Indeterminate Duration
Universiteit Leiden	['Stefaan Van den Bogaert']	The Law of the European Union: An Introduction	There are no open sessions.	Indeterminate Duration
University of Toronto	['Jennifer Campbell', 'Paul Gries']	Learn to Program: Crafting Quality Code	There are no open sessions.	Indeterminate Duration
State University of New York	['Dr.  Margaret Anne Schedel']	Introduction to Computational Arts: Audio	There are no open sessions.	Indeterminate Duration
University of California, Santa Cruz	['Ira Pohl']	C++ For C Programmers	There are no open sessions.	Indeterminate Duration
IE Business School	['Gayle Allard']	Understanding economic policymaking	There are no open sessions.	Indeterminate Duration
Higher School of Economics	['Leonid Polishchuk']	Public Economics	There are no open sessions.	Indeterminate Duration
University of Pennsylvania	['Leslie A.  Billhymer', 'Dr.  Mark Alan Hughes']	Sustainability in Practice	There are no open sessions.	Indeterminate Duration
Northwestern University	['Stacia Spencer']	Teaching the Violin and Viola: Creating a Healthy Foundation	There are no open sessions.	Indeterminate Duration
University of Pennsylvania	['Dr. Emma Anne Meagher']	Fundamentals of Pharmacology	There are no open sessions.	Indeterminate Duration
École Polytechnique Fédérale de Lausanne	['Jean-Cédric Chappelier', 'Jamila Sam']	Initiation à la programmation (en Java)	There are no open sessions.	Indeterminate Duration
École Polytechnique Fédérale de Lausanne	['Christoph Lüthi']	Planning & Design of Sanitation Systems and Technologies 	There are no open sessions.	Indeterminate Duration
University of Manchester	['Prof Dale Whittington', 'Dr Duncan Thomas']	Water Supply and Sanitation Policy in Developing Countries	There are no open sessions.	Indeterminate Duration
Georgia Institute of Technology	['Unknown Author', 'Dr. Magnus Egerstedt', 'Unknown Author']	Control of Mobile Robots	There are no open sessions.	Indeterminate Duration
California Institute of the Arts	['Ajay Kapur']	Introduction to Programming for Musicians and Digital Artists	There are no open sessions.	Indeterminate Duration
Vanderbilt University	['Dan Roden, M.D.']	Case Studies in Personalized Medicine	There are no open sessions.	Indeterminate Duration
Korea Advanced Institute of Science and Technology	['Yang-Hann Kim']	Introduction to Acoustics (Part 1)	There are no open sessions.	Indeterminate Duration
The University of Edinburgh	['Dr Jessie Paterson', 'Kay Aitchison', 'Prof Susan Rhind', 'Dr Gurå Therese Bergkvist', 'Rachel Whittington', 'Dr Catriona Bell', 'Dr Andrew Gardiner']	EDIVET: Do you have what it takes to be a veterinarian?	There are no open sessions.	Indeterminate Duration
The Pennsylvania State University	['Dr. Ottar N. Bjornstad', 'Dr. Rachel A. Smith', 'Dr. Mary L. Poss', 'Dr. David P. Hughes', 'Dr. Peter Hudson', 'Dr. Matthew Ferrari', 'Dr. Andrew Read', 'Dr. Marcel Salathé']	Epidemics - the Dynamics of Infectious Diseases	There are no open sessions.	Indeterminate Duration
Stanford University	['Jeff Ullman']	Automata	There are no open sessions.	Indeterminate Duration
Stanford University	['Larry Diamond']	Democratic Development	There are no open sessions.	Indeterminate Duration
Duke University	['Orin Starn']	Sports and Society	There are no open sessions.	Indeterminate Duration
University of California, Irvine	['Dr. Adrienne Williams, PhD', "Professor Diane O'Dowd"]	Preparation for Introductory Biology: DNA to Organisms	There are no open sessions.	Indeterminate Duration
Duke University	['Marilyn M. Lombardi, Ph.D.', 'Bob Barnes, PhD']	Healthcare Innovation and Entrepreneurship	There are no open sessions.	Indeterminate Duration
Eindhoven University of Technology	['Bert Blocken']	Sports and Building Aerodynamics	There are no open sessions.	Indeterminate Duration
University of California, San Francisco	['Jerusalem Makonnen, RN, MSN, FNP']	Contraception: Choices, Culture and Consequences	There are no open sessions.	Indeterminate Duration
Commonwealth Education Trust	['Associate Professor George Oduro', 'Professor John MacBeath']	Foundations of Teaching for Learning 3: Learners and Learning	There are no open sessions.	Indeterminate Duration
